Company,Question
Morgan Stanley,Q. What is your understanding of the industry and market?
Morgan Stanley,Q. Core Java moderate to tough coding and Questions
Morgan Stanley,"Q. What are the different types of valuation, and what are the reasons for using each one?"
Morgan Stanley,"Q. What is market capitalization, and how would you explain it in layman's terms?"
Morgan Stanley,Q. What is enterprise value and how is it calculated?
Morgan Stanley,Q. What is the difference between MT103 and MT202?
Morgan Stanley,Q. What is the journal entry for shares purchased today that will be credited to the Demat account on T+2?
Morgan Stanley,Q. What is the technical term for bond interest?
Morgan Stanley,Q. Why does the RBI increase the Repo rate to control inflation?
Morgan Stanley,Q. What is the difference between options and futures?
Morgan Stanley,Q. Write an SQL query to find the second highest salary from an employee table.
Morgan Stanley,Q. Write an SQL query to delete duplicate rows from a table.
Morgan Stanley,"Q. Given two non-negative integers num1 and num2 represented as strings, return the product of num1 and num2, also represented as a string."
Morgan Stanley,Q. What is the difference between implicit and explicit wait?
Morgan Stanley,Q. How do you find the longest non-repeating substring from a string?
Morgan Stanley,Q. Write an SQL query to find the nth highest salary from a table.
Morgan Stanley,Q. What is a credit default swap?
Morgan Stanley,Q. What are mortgage backed securities?
Morgan Stanley,Q. Tell me what you know about risk management.
Morgan Stanley,Q. How can we ensure that package versions are taken from package-lock.json and not package.json?
Morgan Stanley,Q. Create an object and write a function inside it.
Morgan Stanley,Q. Write a function that can keep a count of certain functions in our application.
Morgan Stanley,Q. What is the difference between package and package-lock.json?
Morgan Stanley,"Q. Given an array of stock prices from morning till afternoon, return the best buy and sell prices to maximize profit. For example, input: [2,5,8,1,3,6,9,3,6], output: [1,9]."
Morgan Stanley,Q. Write a program to find the largest number in an array that first increases and then decreases.
Morgan Stanley,Q. Write a program to print odd and even numbers in sequence using threads.
Morgan Stanley,Q. Why do you want to work at Morgan Stanley?
Morgan Stanley,Q. Write a program to find the frequency of each word in a sentence.
Morgan Stanley,Q. Design a system similar to the auto-correct/suggestions functionality of Google search.
Morgan Stanley,Q. Design an automated parking lot.
Morgan Stanley,Q. Write a function to convert a string from camel case to snake case.
Morgan Stanley,"Q. Given an array of length n, find the highest value that occurs the same number of times within the array. For example, given [3,8,3,2,1,3,2], 3 occurs 3 times, so the output is 3. Given [4,6,7,6,7,5,4,2,4,9... read more"
Morgan Stanley,Q. What is a weak reference? How does garbage collection work in the case of weak references?
Morgan Stanley,"Q. Given a class @Data class Account{String name; String acctBalance;}. Write logic to get Map using Stream API which shows the balance of each person i,e, key will be the name of the account holder and value ... read more"
Google,"Q. Can segment trees be used to find the height of a tree? If yes, explain how."
Google,Q. What are the different ways to sort an array?
Google,Q. When is it appropriate to use joins?
Google,Q. Tell me about yourself.
Google,Q. What is Dijkstra's algorithm and how does it work?
Google,Q. What is the explanation of the Least Recently Used (LRU) cache algorithm?
Google,Q. What is Google and how does it function?
Google,Q. What is a p-value?
Google,"Q. Given an integer array nums and an integer k, return the kth largest element in the array."
Google,"Q. Given an array, find pairs (i, j) such that arr[i] + i = arr[j] + j."
Google,Q. What is a queue?
Google,Q. What is a queue?
Google,Q. Highlight your relevant skills and experiences.
Google,Q. What is the definition of a job category?
Google,Q. How do you gather and interpret client requirements?
Google,Q. Can you show an example where your design made a real impact?
Google,Q. What tools do you typically use during each phase?
Google,Q. How do you handle client feedback and revisions?
Google,Q. What is abstraction?
Google,Q. What are your habits?
Google,Q. How do you check IP addresses?
Google,Q. What programming languages are you familiar with?
Google,Q. How do you manage observability in the cloud?
Google,"Q. Without Google, what would your observations be?"
Google,Q. What are your thoughts on the next Google update?
Google,Q. How do you handle low morale?
Google,Q. What is OOPS?
Google,Q. What is the significance of data analytics in analyzing and visualizing data?
Google,Q. How can we establish a relationship with customers to enhance their interaction with our products?
Google,Q. What is your knowledge of product specifications within the sales industry?
Google,Q. How can a customer be converted from one brand to another?
Google,Q. Design Google News
Google,Q. Describe a time when you had a conflict with your team.
Google,Q. Why do you want to become an SDE?
Google,Q. What is machine learning?
Google,Q. What is the nature of Google as a company?
Google,"Q. Zero Sum Triplets Problem Statement Given an array of integers, return all unique triplets (a, b, c) such that a + b + c = 0. Note that the solution set must not contain duplicate triplets. Example:  Input:... read more"
Google,"Q. Rotate the Matrix 90 Degrees ClockwiseGiven an n x n 2D matrix representing an image, rotate the image by 90 degrees (clockwise) in-place.You must do this without using any extra space.Example:Input: matrix... read more"
Google,Q. Is the initial shortlisting conducted through an Applicant Tracking System (ATS)?
Google,Q. What is a tree in data structures?
Google,Q. Tell me about a time when you went above and beyond to help your client’s business grow.
Google,Q. How do you ensure scalability?
Google,Q. What does organic mean in the context of digital marketing?
Google,Q. What is Facebook marketing?
Google,Q. What is affiliate marketing?
Google,Q. What is your expected CTC?
Google,Q. What is the full form of SEO?
Google,"Q. Given a sorted array of integers nums and an integer target, write a function to search target in nums. If the target exists, then return its index. Otherwise, return -1. You must write an algorithm with O(... read more"
Google,Q. What is Angular?
Google,Q. How many users were added to Google?
Google,Q. What is a gaming review?
Google,Q. How would you sort an array without using built-in sorting methods?
Google,"Q. Given an array of integers, find the minimum number of increment operations required to make all elements in the array unique."
Google,"Q. Given a binary tree where every node value is a number, find the sum of all the numbers that are formed from root to leaf paths."
Google,Q. Implement Breadth-First Search (BFS) on a graph.
Google,Q. What is Linear Regression? Explain the cost function and its derivation.
Google,"Q. Given a tree, find the top k nodes with the highest values."
Google,Q. How do you find the median of a stream of integer numbers?
Google,Q. How do you prioritize tasks when you have multiple deadlines to meet?
Google,Q. Explain this project.
Google,Q. How do you manipulate data?
Google,Q. Explain the Cloud Architecture of your environment.
Google,"Q. Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands."
Google,Q. Trees based on meduim problem
Google,Q. Describe a product you like and explain how to expand its market to other geographies.
Google,"Q. How would you design a system to efficiently retrieve the minimum value from a continuous stream of data, focusing on query performance?"
Google,"Q. Given arrival and departure times of trains, find the minimum number of platforms required for the railway station."
Google,Q. Islands in a tree
Google,"Q. Given a tree where each node has a value of 0 or 1, find the number of distinct islands. Connected 1s form an island."
Google,Q. What is the difference between a firewall and a gateway?
Google,Q. How do you mitigate DOS and DDOS attacks?
Google,Q. What is IFRS 15?
Google,Q. Do you know about the reconciliation from US GAAP to IFRS?
Google,"Q. HASHMAP ,find the all buddy"
Google,Q. What is normalization?
Google,Q. What is indexing?
Google,Q. How would you improve the app's rating?
Google,Q. How would you create a marketing plan for a new product?
Google,"Q. Given a set of meeting time intervals, find the maximum number of meetings that can be scheduled in a single room such that no two meetings overlap."
Google,Q. Why is Java better than C++?
Google,Q. Why is Google better than Facebook?
Google,"Q. Given two sorted arrays, how would you find their union and intersection?"
Google,"Q. In an array, find the position of the element which is greater than twice the value of all other elements."
Google,Q. What is the difference between software computing and hardware computing?
Google,Q. What is software computing?
Google,"Q. Given an array of intervals where intervals[i] = [starti, endi], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the intervals in the input."
Google,Q. Explain your project design.
Google,Q. Design BookMyShow.
Google,Q. Explain the basic concept of the sliding window technique.
Google,Q. How would you represent this data in memory?
Google,"Q. Given a configuration stream, parse it into your data structure. interface Tokenizer { bool hasNext(); string nextToken(); }"
Google,"Q. Given a graph, detect if it contains a cycle."
Google,"Q. Given an integer array nums, return the length of the longest strictly increasing subsequence."
Google,Q. What is your last company?
Google,Q. What are microservices?
Google,"Q. Given a binary tree, create a new binary tree that is a mirror image of the original tree."
Google,Q. DP Problem with 2d
Google,"Q. Given weights and values of N items, put these items in a knapsack of capacity W to get the maximum total value. You can only either put the item completely into the knapsack or not put it at all (0-1 prope... read more"
Google,Q. Return the 4th largest element in a data stream. This can be solved using a heap data structure.
Google,Q. How do you find the maximum subarray?
Mercedes-Benz Research and Development India,Q. What tables are used in SAP Business Intelligence (BI)?
Mercedes-Benz Research and Development India,Q. What has been your experience with implementation processes?
Mercedes-Benz Research and Development India,Q. How do you find the second smallest element in an array?
Mercedes-Benz Research and Development India,"Q. What does BOM stand for, and what is its significance in manufacturing?"
Mercedes-Benz Research and Development India,Q. How are part variants controlled?
Mercedes-Benz Research and Development India,"Q. How familiar are you with TensorFlow, and how have you used it?"
Mercedes-Benz Research and Development India,Q. What are the steps involved in manufacturing process development?
Mercedes-Benz Research and Development India,Q. What programming languages do you know?
Mercedes-Benz Research and Development India,Q. How would you design a database table?
Mercedes-Benz Research and Development India,Q. Why are you choosing Mercedes?
Mercedes-Benz Research and Development India,Q. Write a program to concatenate two strings.
Mercedes-Benz Research and Development India,Q. Write a C++ program for linear search.
Mercedes-Benz Research and Development India,Q. Write a function to remove vowels from a given string.
Mercedes-Benz Research and Development India,Q. What is scaling?
Mercedes-Benz Research and Development India,Q. What data types were used in the project?
Mercedes-Benz Research and Development India,Q. What is an atomic subsystem?
Mercedes-Benz Research and Development India,Q. Are C programming questions important?
Mercedes-Benz Research and Development India,Q. What is the return type for getWindowHandles?
Mercedes-Benz Research and Development India,Q. What is your plan for achieving targets?
Mercedes-Benz Research and Development India,Q. What are your KPIs?
Mercedes-Benz Research and Development India,Q. Implement a string class.
Mercedes-Benz Research and Development India,Q. Is EV viable in a country like India?
Mercedes-Benz Research and Development India,Q. How would you debug a real-time streaming pipeline for a retail store?
Mercedes-Benz Research and Development India,Q. What are your day-to-day activities?
Mercedes-Benz Research and Development India,"Q. Given n non-negative integers representing an elevation map where the width of each bar is 1, compute how much water it can trap after raining."
Mercedes-Benz Research and Development India,Q. How would you take a screenshot of a particular element?
Mercedes-Benz Research and Development India,Q. How do you read data from Excel using Selenium?
Mercedes-Benz Research and Development India,Q. What is humidity?
Mercedes-Benz Research and Development India,Q. What is entropy?
Mercedes-Benz Research and Development India,"Q. What is your intuition behind the PID components P, I, and D?"
Mercedes-Benz Research and Development India,Q. Simulate y = ax^2 + bx + c in Simulink.
Mercedes-Benz Research and Development India,Q. Design an up counter.
Mercedes-Benz Research and Development India,Q. What are the ways to connect C++ to QML?
Mercedes-Benz Research and Development India,Q. How do you use the Equals method?
Mercedes-Benz Research and Development India,Q. How does the memory work in a Hash Table?
Mercedes-Benz Research and Development India,Q. What is the difference between Comparable and Comparator?
Mercedes-Benz Research and Development India,Q. How do you decide on the section size?
Mercedes-Benz Research and Development India,Q. What is the difference between a bus and a MUX?
Mercedes-Benz Research and Development India,Q. Implement an SR flip-flop.
Mercedes-Benz Research and Development India,Q. What are the differences between OOP and other programming paradigms?
Mercedes-Benz Research and Development India,Q. How do pointers work in C++?
Mercedes-Benz Research and Development India,Q. What is a dangling pointer?
Mercedes-Benz Research and Development India,Q. What are inline functions?
Mercedes-Benz Research and Development India,Q. What are classes and objects?
Mercedes-Benz Research and Development India,Q. What is digital validation?
Mercedes-Benz Research and Development India,Q. What is actual time?
Mercedes-Benz Research and Development India,Q. Have you analyzed data before?
Mercedes-Benz Research and Development India,Q. Explain your approach to the case study.
Mercedes-Benz Research and Development India,Q. How can you identify whether a Diagnostic Trouble Code (DTC) from the powertrain or body domain using the DTC number?
Mercedes-Benz Research and Development India,Q. Describe a project scenario where you assessed communication effectiveness.
Mercedes-Benz Research and Development India,Q. What questions do you have about Selenium list boxes?
Mercedes-Benz Research and Development India,Q. How do you swap two numbers without using a third variable?
Mercedes-Benz Research and Development India,Q. How was the coding test implemented?
Mercedes-Benz Research and Development India,Q. What is the difference between a MUX and a BUS?
Mercedes-Benz Research and Development India,Q. Explain the Pillars of OOPS.
Mercedes-Benz Research and Development India,Q. What will the tool do in a particular situation: return an error or continue without simulating due to a warning?
Mercedes-Benz Research and Development India,Q. Explain a few case studies you have experience with.
Mercedes-Benz Research and Development India,"Q. What relevant experience do you have with Matlab, Python, and R?"
Mercedes-Benz Research and Development India,Q. What are the NOx formation and EGR dynamics in a Diesel engine?
Mercedes-Benz Research and Development India,Q. Does the role require SQL knowledge?
Mercedes-Benz Research and Development India,Q. What would you do if you found your co-worker stealing a product or money?
Mercedes-Benz Research and Development India,Q. What are the different methods to solve complex problems?
Mercedes-Benz Research and Development India,Q. K8s deployment method
Mercedes-Benz Research and Development India,"Q. What software did you use, and what are the details?"
Mercedes-Benz Research and Development India,Q. How much do you know about CHS?
Mercedes-Benz Research and Development India,Q. Explain the REST API flow using Spring annotations.
Mercedes-Benz Research and Development India,Q. Why marketing?
Mercedes-Benz Research and Development India,Q. How do you design a low pass filter using Simulink?
Mercedes-Benz Research and Development India,Q. Design a circuit to detect a rising edge of an input signal.
Mercedes-Benz Research and Development India,Q. Write an algorithm to print the sequence x x^2 x^3... x^8
Mercedes-Benz Research and Development India,Q. Draw a shear force bending moment diagram.
Mercedes-Benz Research and Development India,"Q. Which materials do you use in your products, and what are their properties?"
Mercedes-Benz Research and Development India,Q. Explain release management.
Mercedes-Benz Research and Development India,Q. Draw the stress-strain curve for Aluminum and mild steel.
Mercedes-Benz Research and Development India,Q. What are the areas you need to improve?
Mercedes-Benz Research and Development India,Q. Draw the Shear Force Diagram (SFD) and Bending Moment Diagram (BMD) for a given beam.
Mercedes-Benz Research and Development India,"Q. What are the criteria for designing a chassis, and what parameters would you consider?"
Mercedes-Benz Research and Development India,Q. What product management system do you like using? What’s the best one for scalability?
Mercedes-Benz Research and Development India,Q. What is immutability in string? java oops concepts.
Mercedes-Benz Research and Development India,Q. Explain Wait in selnium and what is fluent wait?
Mercedes-Benz Research and Development India,Q. Work experience in Detail . Exposure to Digital phase. Technical feasibility
Mercedes-Benz Research and Development India,Q. What is Resonance ? How do we control it?
Mercedes-Benz Research and Development India,Q. Stiffness matrix of 1dimensional beam element in FEM Stress strain curve in depth
Mercedes-Benz Research and Development India,Q. Different types of OS and there uses. Difference between python and cpp.
Mercedes-Benz Research and Development India,Q. What is primary key and foreign key?
Mercedes-Benz Research and Development India,"Q. What is Os? What is primary key? Basics of os , dbms and python."
Mercedes-Benz Research and Development India,"Q. Working principle of Turbocharger?, and compressor Map?"
Mercedes-Benz Research and Development India,"Q. Different types of controllers, functions area of application, design a PID controller to control a first order system analyse the output response."
Mercedes-Benz Research and Development India,Q. SAFe6 implementation in the current project
Mercedes-Benz Research and Development India,Q. Microservices concept
Mercedes-Benz Research and Development India,Q. Gateway implementation in microservices
Mercedes-Benz Research and Development India,Q. System design on banking system.
Mercedes-Benz Research and Development India,Q. CI/CD concepts in automation
Mercedes-Benz Research and Development India,Q. What is enthalpy
Mercedes-Benz Research and Development India,Q. What is thermodynamics
Mercedes-Benz Research and Development India,Q. - OOPs concepts in C++
Mercedes-Benz Research and Development India,Q. Experience on products and ADAS development
Mercedes-Benz Research and Development India,Q. Type of Solver in MATLAB
Mercedes-Benz Research and Development India,Q. The functional area I worked upon and the platform software which is used to develop the software
Mercedes-Benz Research and Development India,Q. Vehicle development process
Daikin,Q. What are the key performance indicators in a manufacturing company?
Daikin,Q. How do you manage a production environment?
Daikin,Q. How does the organization design itself around the flow of its processes?
Daikin,Q. Explain the working principle of a VFD.
Daikin,Q. What is the working principle of a Centrifugal Chiller?
Daikin,Q. What is an AC cycle?
Daikin,Q. What tasks do you perform when working on air conditioners?
Daikin,Q. What is your approach to customer handling?
Daikin,Q. What is your understanding of manpower control?
Daikin,Q. What are Kaizen activities?
Daikin,Q. What is gravitational force and how would you define it?
Daikin,Q. Tell me about your experience with software.
Daikin,Q. What is the AHU?
Daikin,Q. What is the process of refrigeration?
Daikin,Q. What is sub-cooling and how does it work?
Daikin,Q. What is the VCRS cycle?
Daikin,Q. What are the most common technical issues you face with air conditioning products?
Daikin,Q. Which department are you referring to?
Daikin,Q. What are your salary expectations?
Daikin,Q. What is a refrigeration cycle?
Daikin,Q. What is Resistance?
Daikin,Q. What is voltage?
Daikin,Q. What is current?
Daikin,Q. What is this installation system?
Daikin,Q. What is DynamoDB?
Daikin,Q. Why daikin eloaborate this?
Daikin,"Q. Given an integer array nums, move all 0's to the end of it while maintaining the relative order of the non-zero elements."
Daikin,Q. What is line balancing?
Daikin,"Q. What are the types of muda, and can you explain them?"
Daikin,Q. How do we guide customers regarding the impact of air conditioners on the environment?
Daikin,Q. What are the principles and working methods of plasma welding?
Daikin,Q. How do you capitalize your plant assets?
Daikin,Q. What are fixed assets?
Daikin,Q. Tell me about Accounts Payable.
Daikin,Q. What is a flywheel in an engine?
Daikin,Q. How many types of laws are there?
Daikin,Q. What are the different types of gears?
Daikin,Q. Explain how HVAC systems work.
Daikin,Q. What liquid is used in batteries?
Daikin,Q. What is the saturation point?
Daikin,Q. Why does the flare nut in the union loosen when using two adjustable spanners?
Daikin,Q. Why does the AC cut off? What causes the cutoff?
Daikin,Q. How does AC work and what are its principles?
Daikin,Q. Why is there a gas leak in the coil?
Daikin,Q. What kind of gases are used in AC units?
Daikin,Q. Why is the copper pipe between the indoor unit and outdoor unit covered by foam and white roll?
Daikin,Q. What tools are used to install an AC unit?
Daikin,Q. Why do we vacuum the AC indoor unit?
Daikin,Q. What is HLD?
Daikin,Q. What is a time study?
Daikin,Q. What are your KPIs?
Daikin,Q. Please define your objective.
Daikin,"Q. What material is used in the coil section of HVAC equipment, and why?"
Daikin,Q. How is the AC working?
Daikin,Q. Can you handle a team and provide knowledge to the promoters?
Daikin,Q. What is the refrigeration cycle?
Daikin,Q. What is Ohm's Law?
Daikin,Q. What is a transformer?
Daikin,Q. What is Ohm's Law formula?
Daikin,Q. What is the full form of CNC?
Daikin,Q. What are the different types of breaks?
Daikin,Q. How many types of gears are there?
Daikin,Q. What is your total years of experience in HVAC sales?
Daikin,Q. Are you ready for the online test?
Daikin,Q. What is B2B sales?
Daikin,Q. How many types of projections are used in technical drawings?
Daikin,Q. How do you build a strong distribution network?
Daikin,Q. What are the basic aspects of channel management?
Daikin,Q. Describe the Vapor Compression Refrigeration System.
Daikin,Q. Tell us about noise filter circuits.
Daikin,Q. Explain color coding.
Daikin,Q. Describe how a scroll chiller's operation differs from that of a regular chiller.
Daikin,Q. Explain the functions of the parts of an Air Conditioner.
Daikin,Q. Define one cycle of refrigeration with thermodynamic processes.
Daikin,Q. How do you calculate heat load?
Daikin,Q. What are the types of FCU?
Daikin,Q. What do you know about air conditioners?
Daikin,Q. Why are the letters on a keyboard arranged in that order?
Daikin,Q. Introduction What is the rolls and responsibilities of the present job What is the reporting
Daikin,Q. What is safety how to following safety
Daikin,"Q. What is the evaporator , temperature, heat"
Daikin,Q. What Is Kaizen ? What is 7QC Tool ? Describe GD & T What is Tolerance? Symbol of Concen
Daikin,Q. What is refrigerant pressures of R134a? What is commissioning procesure?
Daikin,Q. What is your total Sales Target ? Break up in Lakhs and Number of ODU. What are the products you are handling?
Daikin,Q. What is your in hand Salary ? what is fixed component & variable into CTC?
Daikin,Q. What are the territories you have handled? who are the major dealers ?and what is the business contribution?
Daikin,"Q. Are you aware how to do heat load , BOQ preparation? what are the parameters you consider for BOQ preparation?"
Daikin,Q. Machine out put capacity & how to handle manpower etc
Daikin,Q. Well defined repeatable and predictable
Daikin,Q. Overhauling of Screw and Centrifugal compressor
Daikin,Q. What is transformer
Daikin,Q. Problems faced during import purchase
Daikin,Q. What is Refrigeration cycle
Daikin,Q. CNC Machine selection procedure
Daikin,Q. DG Efficiency calculation
Daikin,Q. Total Predictive Maintenance.
Daikin,Q. WHat are AWS services?
Daikin,"Q. What is condenser , compressor, evaporator"
Daikin,Q. Brazing welding principle & working method
Daikin,Q. To draw a Vapor Compression Cycle.
Future Retail,Q. What is your CGPA?
Future Retail,Q. What interests you about this job?
Future Retail,Q. What is inventory?
Future Retail,Q. How can you increase profit?
Future Retail,Q. What were your monthly and annual sales figures?
Future Retail,Q. How do you control shrinkage in your store?
Future Retail,Q. How many SKUs are in your store?
Future Retail,Q. Are you experienced in working with lookup functions in Excel?
Future Retail,Q. Discuss the warehouse inwarding process.
Future Retail,Q. Please discuss the SOP process.
Future Retail,Q. Tell me something about yourself.
Future Retail,Q. What files does a Head Cashier maintain?
Future Retail,Q. Who is responsible for handling customer care?
Future Retail,Q. How can shrinkage be reduced?
Future Retail,Q. How can you control shrinkage and expiry in a warehouse?
Future Retail,Q. How can a business analyst maintain their skills and knowledge?
Future Retail,Q. How do you determine the size of a ticket?
Future Retail,Q. How can a business grow?
Future Retail,Q. How do you control memory dumps?
Future Retail,Q. How would you solve the problem?
Future Retail,Q. How do you manage manpower?
Future Retail,Q. What are five strategies to increase sales?
Future Retail,"Q. Why the sale denim ,what are denim"
Future Retail,"Q. Stock of raw material, finsihed and semi finished goods"
Future Retail,Q. Inventory management Of Store Warehouse
Future Retail,Q. What is customer relationship etc
Future Retail,Q. Current & future industry trend.
Future Retail,Q. How many years of textile field
AECOM,Q. What factors should be considered while designing a ceiling?
AECOM,Q. How would you respond to a deadline that cannot be met?
AECOM,Q. What is the minimum temperature required for pouring concrete?
AECOM,Q. What are the different types of rocks?
AECOM,Q. What are the different types of rock bolts and their respective applications?
AECOM,Q. What is the difference between the New Austrian Tunneling Method (NATM) and the Conventional Method of tunneling?
AECOM,Q. What is the retention time for concrete?
AECOM,Q. What is the rock bolt pull-out test?
AECOM,Q. What is RMR?
AECOM,Q. What is the purpose of shotcreting?
AECOM,Q. What is the code for steel and concrete construction?
AECOM,"Q. What is vessel berthing, and what factors affect berthing safety and operation?"
AECOM,Q. Do you have experience with basements and below-ground structures?
AECOM,Q. What do you know about digital marketing?
AECOM,Q. What are your minimum salary expectations?
AECOM,Q. What kind of landscape materials do you know about?
AECOM,"Q. We usually start working from the schematic design stage, which is mostly done in CAD. Are you comfortable with that?"
AECOM,Q. Explain the complete electrical layout of a substation from the DP yard to the different areas of the airport building.
AECOM,Q. What does safety first mean to you?
AECOM,Q. Describe the span arrangement of a major bridge you have worked on.
AECOM,Q. What is your availability for this project?
AECOM,"Q. Draw the bending moment diagram of a 1-bay, 1-story portal frame subjected to a point load at the midpoint of the column."
AECOM,Q. What does 'M' stand for in M-20 concrete?
AECOM,Q. What is the difference between the dynamic and equivalent static method of earthquake design and analysis of a multi-story building?
AECOM,"Q. What is the design process for one-way and two-way slabs, and what are their differences?"
AECOM,Q. Which code is required for mix design?
AECOM,Q. What is the process of earthquake design of a multi-story building?
AECOM,Q. Draw the bending moment diagram of a fixed beam subjected to a uniformly distributed load throughout its entire length.
AECOM,Q. How do you size a transformer?
AECOM,Q. How do you size a Diesel Generator (DG)?
AECOM,Q. How do you calculate voltage drop?
AECOM,Q. How do you choose a cable?
AECOM,Q. What do you know about starters and their applications?
AECOM,Q. Which relay is used in our panel?
AECOM,Q. Tell me about the projects you've worked on in the last few years.
AECOM,Q. What are your technical weaknesses?
AECOM,Q. Is a shutter vibrator relevant for a circular pier?
AECOM,Q. Where do we obtain permission to install barricades?
AECOM,Q. How deep is the socketing required for a pile?
AECOM,Q. What is the minimum distance required between piles to allow for successive boring?
AECOM,Q. What is the equipment sequence for a line bay?
AECOM,Q. What are the different bus bar schemes?
AECOM,Q. What is the cost to complete the project?
AECOM,Q. What is the appropriate boom length for a tower crane?
AECOM,Q. Why is sand used in concrete mixers?
AECOM,Q. What factors affect concrete strength?
AECOM,Q. What is the hydration process during the casting of concrete?
AECOM,Q. Describe situations where you have single-handedly delivered an end-to-end bid.
AECOM,Q. How will you synchronize the DGs?
AECOM,Q. How do you maintain ISO certification?
AECOM,Q. How do you provide quality training?
AECOM,Q. What areas do you need to improve?
AECOM,Q. What is your experience with basic and advanced Excel functions?
AECOM,Q. What components should be considered in rate analysis?
AECOM,Q. How do you perform rate analysis?
AECOM,Q. What documents are required to certify a final bill?
AECOM,Q. What is the function of the neutral section and section insulator in OHE?
AECOM,"Q. Rating of Transformer (kVA, How to find the current in T/f)"
AECOM,Q. What are all the breakers you know tell their uses and benefits?
AECOM,Q. Layout plan of switching station and how many interruptor use in ssp?
AECOM,Q. Cable tray laying work
AECOM,Q. Acquaintances with Minor irrigation systems
AECOM,Q. CODAL PROVISION OF CONCRETE AND COMMANDS OF SOFTWARE
AECOM,Q. Types of Bearings.
AECOM,Q. IEC codes and standards?
AECOM,Q. Tolerance limit in various structure members Pile
AECOM,Q. Q15 - Concepts of HVDC & Offshore Connections
AECOM,Q. Sewerage System - Design Standards
AECOM,Q. Unit weight of various steel bars
AECOM,Q. Market Research Approach
AECOM,Q. OpenRoads working procedure
AECOM,Q. Site execution and billing as per BOQ and balance work estimation
AECOM,Q. Quality during RCC work and finishing work
AECOM,Q. Dependence on the all load calculation
AECOM,Q. Experience in Social impact assessment
FirstCry,Q. What were your marks in 10th and 12th grade?
FirstCry,Q. What is the difference between severity and priority in the context of software testing?
FirstCry,Q. What is the basic difference between sanity testing and regression testing?
FirstCry,Q. How would you increase sales of a product?
FirstCry,"Q. What does TAT stand for, and what is its significance?"
FirstCry,Q. What are the best strategies for managing low-performing employees?
FirstCry,Q. Sell me this pen.
FirstCry,Q. What can you do for this company?
FirstCry,Q. Do you know the procurement process?
FirstCry,Q. Can you describe the Key Performance Indicators (KPIs) that your store uses?
FirstCry,Q. What do you know about inventory management?
FirstCry,Q. What are the key principles of inventory management and auditing?
FirstCry,Q. Explain the QA process.
FirstCry,Q. How do you handle degrowth?
FirstCry,Q. What are the OOP concepts in PHP?
FirstCry,"Q. What is ORM in Laravel, and can you explain it?"
FirstCry,Q. Write an SQL query to find the third highest salary from the employees table.
FirstCry,Q. How do you handle multiple stores?
FirstCry,Q. What is your KRA?
FirstCry,Q. How do you divide targets?
FirstCry,Q. What would you do to make a non-profitable store profitable?
FirstCry,Q. Explain your project.
FirstCry,Q. Explain cosine similarity.
FirstCry,Q. What is EBITDA?
FirstCry,Q. Please tell me the KPI formula.
FirstCry,Q. How many types of KPIs are there?
FirstCry,Q. What is BOM?
FirstCry,Q. Explain the P2P cycle.
FirstCry,Q. Can you name some logistics partners across India?
FirstCry,Q. How can customer service be improved in e-commerce?
FirstCry,Q. How do you determine the L2L data growth or degrowth?
FirstCry,Q. What is your current CTC and expected CTC?
FirstCry,Q. What would be your approach to installing an elevator in a 100-story building?
FirstCry,Q. Draw the wireframe.
FirstCry,Q. How do you integrate customers?
FirstCry,Q. Are you familiar with KPI systems?
FirstCry,Q. What are your Key Result Areas (KRAs)?
FirstCry,Q. What is the sales performance of your store?
FirstCry,Q. What are the responsibilities of a store manager?
FirstCry,"Q. Based on your experience, how would you prepare a set of children's toys for warehousing?"
FirstCry,Q. Can you describe the process of preparing a kid's toys with proper tools in the warehouse?
FirstCry,Q. What would you do to increase sales?
FirstCry,Q. What are the responsibilities of a sourcing or planning executive?
FirstCry,Q. How would you improve the sales of your store?
FirstCry,"Q. What KPIs, VPT, ASP, and UPT do you maintain?"
FirstCry,Q. What is the most trending thing right now?
FirstCry,Q. Describe a situation where you had 30 staff members and some were underperforming. How did you identify when they were struggling?
FirstCry,Q. Can you describe your sales abilities?
FirstCry,Q. How do you manage in-store issues?
FirstCry,Q. How do you manage a store?
FirstCry,Q. How can we increase AUPT and AVPT in the store?
FirstCry,Q. What is the Event Loop in Node.js?
FirstCry,Q. What is Shadowing in JavaScript?
FirstCry,"Q. What are the differences between var, let, and const in JavaScript?"
FirstCry,Q. What are some common problems encountered when using setTimeout() in JavaScript?
FirstCry,Q. Sell me this A4 sheet of paper.
FirstCry,Q. How many languages do you know?
FirstCry,Q. How do you calculate inventory shrinkage?
FirstCry,Q. What is your main task to eliminate your inventory variances?
FirstCry,Q. What are the key performance indicators (KPIs) for this store?
FirstCry,"Q. What are BTL, B2B, B2C, and B2G?"
FirstCry,Q. Tell me about your sales experience.
FirstCry,Q. Explain Variance Inflation Factor (VIF).
FirstCry,Q. Please tell me about the copy command.
FirstCry,Q. What experience do you have working on Linux?
FirstCry,"Q. The cp command is used for copying files, correct?"
FirstCry,Q. How to calculate ROI. How to calculate Margin.
FirstCry,Q. Explain TFIDF and explain CNN
FirstCry,Q. Mysql window functions and exceute same in pandas
FirstCry,"Q. What is QA Artifacts What are methods of API testing , Explain each one. Explain all API Error codes"
